,0
bell,0.03433183109630647
iforex,0.028593122367003038
qcom,0.027549720779856936
boost,0.027028019986283923
loss,0.027028019986283902
investment,0.026506319192710882
plus,0.026506319192710882
passive,0.02598461839913786
program,0.025984618399137842
lower,0.02598461839913784
clear,0.025462917605564815
macbook,0.0254629176055648
oversold,0.024419516018418734
platform,0.02441951601841873
stand,0.02441951601841873
store,0.02389781522484573
split,0.023897815224845707
watch,0.023897815224845707
value,0.02389781522484569
tuesday,0.023897815224845687
critical,0.023376114431272667
headquarters,0.023376114431272667
share,0.02337611443127265
channel,0.022854413637699626
game,0.02233271284412658
holding,0.021811012050553562
amazon,0.02181101205055356
etf,0.021811012050553535
hour,0.020767610463407533
upgrade,0.020767610463407533
