,0
announces,0.03488852188274148
asian,0.03488852188274148
rout,0.03488852188274148
etf,0.03375309661436824
important,0.03375309661436824
investor,0.03375309661436824
roundup,0.03375309661436824
space,0.03375309661436824
sony,0.032617671345995
lunch,0.03261767134599499
business,0.03148224607762175
china,0.029211395540875255
tech,0.029211395540875245
analyst,0.028075970272502016
report,0.028075970272502016
today,0.02694054500412877
rule,0.025805119735755527
close,0.02580511973575552
ge,0.02580511973575552
low,0.02580511973575552
product,0.02580511973575552
split,0.02580511973575552
patent,0.025805119735755517
profit,0.025805119735755506
share,0.025805119735755506
calendar,0.024669694467382278
channel,0.024669694467382278
clear,0.024669694467382278
continue,0.024669694467382278
crypto,0.024669694467382278
